-126,13,-439
-125,13,-440
-125,14,-440
-125,13,-439
-119,10,-433
-19,13,-433
19,5,-435
19,6,-435
33,12,-434
33,12,-433
34,12,-433
69,15,-441
69,16,-441
70,13,-440
70,14,-440
138,18,-433
139,17,-433
188,3,-436
188,4,-436
189,4,-437
189,5,-437
189,4,-436
-229,11,-422
-229,12,-422
-228,11,-422
-228,10,-421
-216,13,-424
-215,14,-424
-171,9,-425
-171,9,-424
-157,4,-420
-157,5,-420
-157,4,-419
-156,3,-419
-156,4,-419
-149,6,-432
-148,6,-432
-126,4,-417
-125,4,-417
-118,10,-432
-108,9,-421
-95,4,-429
-95,5,-429
-95,4,-428
-95,5,-428
-82,17,-431
-81,17,-431
-81,17,-430
-81,18,-430
-57,5,-425
-57,6,-425
-57,6,-424
-56,6,-424
-53,11,-426
-53,11,-425
-29,5,-431
-29,6,-431
-18,11,-432
-18,12,-432
3,5,-427
3,6,-427
4,5,-427
4,6,-427
36,12,-418
44,8,-429
45,9,-430
45,8,-429
52,14,-420
52,15,-420
53,14,-420
53,15,-420
56,10,-421
56,11,-421
57,10,-420
57,11,-420
85,12,-424
85,12,-423
86,12,-424
86,13,-424
86,12,-423
100,3,-429
107,4,-426
107,3,-425
125,4,-421
125,5,-421
125,3,-420
130,15,-426
130,16,-425
131,15,-426
146,10,-425
146,11,-425
147,9,-424
147,10,-424
164,11,-422
164,10,-421
165,11,-422
165,12,-422
165,11,-421
176,13,-429
176,13,-428
177,12,-429
177,13,-429
177,13,-428
188,5,-423
189,3,-424
189,4,-424
189,4,-423
214,6,-421
215,6,-421
224,6,-432
224,7,-432
225,6,-432
225,7,-432
232,14,-424
232,15,-424
232,15,-423
233,15,-423
234,17,-427
235,15,-428
235,16,-428
235,16,-427
251,3,-419
251,4,-419
-192,18,-405
-192,19,-405
-192,18,-404
-192,19,-404
-190,4,-415
-156,14,-405
-155,14,-406
-155,15,-406
-150,12,-411
-150,12,-410
-100,16,-411
-100,17,-411
-99,16,-410
-99,17,-410
-94,3,-405
-93,2,-406
-93,3,-405
-81,8,-409
-81,9,-409
-70,16,-412
-70,17,-412
-69,16,-411
-69,17,-411
-63,10,-409
-63,11,-409
-32,10,-412
-32,11,-412
-31,10,-412
-31,11,-412
-26,5,-403
-25,6,-404
-25,7,-404
-25,6,-403
-23,4,-411
-23,6,-407
-23,7,-407
-22,6,-407
4,3,-406
6,2,-410
6,3,-410
7,3,-411
7,2,-410
7,3,-410
17,13,-406
17,14,-406
18,6,-415
19,6,-415
19,6,-414
29,5,-402
64,13,-405
64,14,-405
65,13,-406
65,14,-406
65,13,-405
65,14,-405
103,9,-412
103,10,-412
128,11,-401
128,12,-401
157,14,-409
157,13,-408
158,14,-409
158,13,-408
182,7,-410
182,8,-410
182,9,-410
182,8,-409
183,8,-410
183,8,-409
183,9,-409
210,8,-406
210,8,-405
211,8,-406
211,8,-405
223,6,-410
223,7,-410
223,5,-409
224,4,-409
224,5,-409
228,12,-402
229,12,-402
235,9,-403
235,10,-403
236,9,-404
236,9,-403
264,15,-406
264,16,-406
265,14,-407
265,15,-407
265,15,-406
-253,4,-391
-234,11,-391
-225,15,-387
-224,11,-397
-224,15,-387
-204,10,-395
-204,11,-395
-203,10,-395
-203,11,-395
-196,2,-385
-172,5,-399
-165,14,-389
-164,14,-389
-164,15,-389
-151,15,-389
-151,16,-389
-150,15,-388
-150,16,-388
-144,5,-394
-127,13,-393
-84,13,-390
-82,16,-400
-72,18,-389
-56,4,-386
-56,5,-386
-53,4,-399
-53,5,-399
-53,4,-398
-53,5,-398
48,6,-389
48,7,-389
51,15,-399
51,16,-399
51,15,-398
52,14,-398
52,15,-398
82,16,-394
82,17,-394
83,16,-394
83,17,-394
83,9,-388
83,10,-388
84,9,-388
84,10,-388
90,12,-394
90,12,-393
91,12,-394
91,12,-393
112,18,-398
112,19,-398
112,18,-397
113,18,-397
113,9,-392
113,9,-391
114,8,-392
114,9,-392
114,9,-391
121,9,-391
121,10,-391
121,10,-390
122,10,-391
122,10,-390
139,3,-390
141,4,-399
177,13,-398
177,14,-398
177,13,-397
177,14,-397
178,13,-397
178,14,-397
182,17,-389
183,18,-390
183,17,-389
193,11,-394
193,12,-394
193,11,-393
193,12,-393
194,11,-394
194,12,-394
194,11,-393
194,12,-393
206,9,-391
207,8,-392
207,9,-391
228,15,-392
228,16,-392
229,15,-393
229,16,-393
240,12,-387
240,13,-387
241,12,-387
241,13,-387
-246,12,-372
-245,12,-372
-210,18,-375
-210,17,-374
-185,3,-375
-185,4,-375
-180,3,-380
-180,4,-380
-179,4,-381
-179,4,-380
-170,12,-376
-170,13,-376
-169,11,-376
-160,4,-369
-139,9,-370
-139,10,-370
-138,9,-370
-138,10,-370
-133,3,-369
-133,4,-369
-115,5,-382
-115,6,-382
-114,5,-383
-114,6,-383
-90,12,-384
-54,4,-371
-54,5,-370
-37,2,-373
-37,3,-373
-36,3,-374
-29,12,-380
-29,13,-380
-29,12,-379
-28,11,-379
-28,12,-379
-10,3,-371
-10,4,-371
-9,9,-384
-9,10,-384
-9,11,-383
19,8,-384
20,7,-384
20,8,-384
32,3,-379
32,4,-379
32,4,-378
36,6,-370
36,6,-369
37,6,-370
37,6,-369
39,8,-374
39,9,-374
40,8,-373
40,9,-373
59,9,-377
59,10,-377
60,7,-378
60,8,-378
87,10,-379
87,11,-379
88,10,-379
88,11,-379
93,9,-376
93,10,-376
93,10,-375
94,10,-376
94,10,-375
104,10,-375
104,10,-374
105,10,-375
105,9,-374
105,10,-374
146,11,-376
146,12,-376
147,11,-375
147,12,-375
165,16,-384
165,17,-384
165,17,-383
166,17,-383
196,2,-382
197,2,-381
265,5,-377
265,5,-376
266,5,-377
266,5,-376
-252,14,-367
-252,15,-366
-230,17,-367
-230,18,-367
-229,16,-368
-229,17,-368
-229,17,-367
-199,9,-358
-179,4,-357
-179,5,-357
-179,4,-356
-179,5,-356
-160,3,-368
-160,4,-368
-153,17,-355
-153,18,-355
-152,17,-354
-152,18,-354
-135,17,-358
-117,3,-368
-116,3,-368
-104,12,-367
-104,13,-367
-73,4,-363
-66,14,-356
-66,15,-356
-65,14,-357
-65,15,-357
-48,9,-357
-48,9,-356
-40,11,-360
-40,12,-360
-19,9,-358
-19,10,-358
-19,9,-357
-18,8,-357
-18,9,-357
-4,7,-362
-4,8,-362
0,11,-361
0,12,-361
39,13,-359
39,14,-359
40,13,-360
40,14,-360
68,6,-368
69,6,-368
80,7,-353
80,8,-353
81,7,-353
81,8,-353
110,16,-353
110,17,-353
111,15,-354
111,16,-354
111,16,-353
124,11,-365
125,11,-365
154,6,-359
154,6,-358
155,6,-359
161,6,-367
161,6,-366
162,6,-367
162,7,-367
162,6,-366
172,17,-365
188,10,-367
188,10,-366
189,9,-367
189,10,-367
189,10,-366
214,3,-360
214,4,-360
215,4,-361
226,5,-353
227,3,-354
227,4,-354
228,10,-364
229,10,-364
234,15,-359
234,16,-359
235,15,-360
235,16,-360
235,15,-359
235,16,-359
259,13,-364
259,14,-364
259,14,-356
260,15,-365
260,16,-365
260,15,-364
-293,7,-342
-293,8,-342
-292,7,-341
-292,8,-341
-277,1,-352
-263,9,-345
-263,10,-345
-257,12,-337
-242,9,-352
-242,10,-352
-242,9,-351
-227,5,-339
-227,6,-339
-226,4,-340
-226,5,-340
-226,5,-339
-218,11,-349
-218,12,-349
-217,13,-350
-214,16,-348
-214,16,-347
-186,13,-341
-186,14,-341
-185,13,-340
-185,14,-340
-150,13,-337
-150,14,-337
-149,13,-337
-149,14,-337
-98,17,-349
-98,18,-349
-78,10,-344
-78,11,-343
-77,17,-348
-77,18,-348
-76,17,-347
-76,18,-347
-60,9,-337
-60,10,-337
-1,5,-340
-1,6,-340
15,5,-346
16,5,-347
16,6,-347
16,5,-346
38,5,-346
38,6,-346
39,5,-346
54,5,-337
54,6,-337
58,13,-347
58,14,-347
59,13,-347
59,14,-347
80,7,-352
80,8,-352
81,7,-352
81,8,-352
95,14,-347
95,15,-347
96,15,-348
96,16,-348
98,5,-337
98,6,-337
115,14,-339
115,15,-339
115,14,-338
116,13,-338
116,14,-338
130,9,-342
130,10,-342
131,10,-342
133,5,-352
133,6,-352
133,5,-351
134,3,-351
134,4,-351
138,4,-344
138,4,-343
145,6,-346
146,6,-346
180,10,-350
181,12,-342
181,12,-341
182,12,-342
182,12,-341
188,11,-346
189,10,-347
265,11,-344
266,11,-344
266,12,-344
-290,5,-324
-274,11,-325
-274,12,-325
-273,2,-334
-273,3,-333
-273,12,-324
-273,13,-324
-263,7,-324
-263,8,-324
-257,11,-336
-257,12,-336
-245,8,-321
-245,9,-321
-244,9,-322
-244,10,-322
-244,9,-321
-216,10,-336
-216,11,-336
-216,10,-335
-215,10,-336
-215,10,-335
-202,12,-325
-165,14,-334
-165,15,-334
-163,4,-321
-162,4,-321
-150,13,-336
-150,14,-336
-149,13,-336
-149,14,-336
-138,14,-322
-138,15,-322
-138,14,-321
-138,15,-321
-122,3,-336
-121,4,-336
-116,7,-334
-116,8,-334
-115,6,-335
-115,7,-335
-105,5,-333
-105,6,-333
-104,5,-332
-104,6,-332
-94,9,-323
-72,2,-327
-71,2,-327
-71,3,-327
-41,8,-329
-34,3,-335
-34,4,-334
-30,13,-327
-30,13,-326
-15,15,-332
-11,15,-322
-11,16,-322
1,7,-326
1,8,-326
2,7,-326
2,8,-326
29,9,-336
29,10,-336
29,9,-335
29,10,-335
29,9,-326
29,8,-325
29,9,-325
30,9,-336
30,10,-336
30,9,-335
30,10,-335
30,9,-326
30,8,-325
55,7,-336
55,8,-336
61,10,-336
